1,1,Highly Suitable,"<Polygon> <altitudeMode>relativeToGround</altitudeMode> <outerBoundaryIs> <LinearRing> <altitudeMode>relativeToGround</altitudeMode> <coordinates>125.40277506672456,5.72617521017457 125.40310049894079,5.725598289784257 125.39735958515554,5.72599309507576 125.40061557615188,5.728634791343857 125.40162861421321,5.72683678638834 125.40277506672456,5.72617521017457</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1,1,Highly Suitable,"<Polygon> <altitudeMode>relativeToGround</altitudeMode> <outerBoundaryIs> <LinearRing> <altitudeMode>relativeToGround</altitudeMode> <coordinates>125.38596162922329,5.727477811755425 125.38801391228952,5.727831193082539 125.38646884463496,5.72864977564882 125.38596162922329,5.727477811755425 125.38466252568095,5.728528415703854 125.38859463505054,5.731419851968771 125.39047599775985,5.728182855814127 125.38826364170518,5.726423027132139 125.39331759249153,5.72570279191654 125.39458678114532,5.727844360203845 125.39589584354843,5.732358609364611 125.39810047698452,5.728881906954765 125.39580906048769,5.725072683819417 125.39449309923518,5.725242377088541 125.39139749605843,5.723436814955115 125.38395156709311,5.724341767513026 125.38596162922329,5.727477811755425</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1,1,Highly Suitable,"<Polygon> <altitudeMode>relativeToGround</altitudeMode> <outerBoundaryIs> <LinearRing> <altitudeMode>relativeToGround</altitudeMode> <coordinates>125.40295837733935,5.732496725202015 125.40222073607507,5.731025621910087 125.39921182125236,5.731417824956804 125.40015323322289,5.733145845210792 125.40295837733935,5.732496725202015</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1,1,Highly Suitable,"<Polygon> <altitudeMode>relativeToGround</altitudeMode> <outerBoundaryIs> <LinearRing> <altitudeMode>relativeToGround</altitudeMode> <coordinates>125.4463012635665,5.770808770030414 125.44660588376115,5.769705818753369 125.44550731603775,5.770019497879939 125.4463012635665,5.770808770030414</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1,1,Highly Suitable,"<Polygon> <altitudeMode>relativeToGround</altitudeMode> <outerBoundaryIs> <LinearRing> <altitudeMode>relativeToGround</altitudeMode> <coordinates>125.47014057649079,5.785874178777673 125.47228265073171,5.784140033822573 125.47089258098441,5.773329377059337 125.4722776862024,5.769997309572398 125.47367036264194,5.767600881993718 125.4722624498792,5.766480666636248 125.4711975697318,5.763980164645703 125.46823128419335,5.76362406111029 125.47047007744226,5.769383738146575 125.46967947701647,5.772831505377467 125.46787710165584,5.772615125518241 125.46868392815063,5.773727367748914 125.46969477389607,5.774531537741681 125.47063056503254,5.781804522187898 125.47052167824128,5.782708890142541 125.47064299487037,5.783652860352167 125.46960401379899,5.784494192604928 125.47014057649079,5.785874178777673</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1,1,Highly Suitable,"<Polygon> <altitudeMode>relativeToGround</altitudeMode> <outerBoundaryIs> <LinearRing> <altitudeMode>relativeToGround</altitudeMode> <coordinates>125.47014057649079,5.785874178777673 125.46923809136692,5.785878108951426 125.46924201508372,5.786781986550331 125.47014450163815,5.78677805575857 125.47014057649079,5.785874178777673</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1,1,Highly Suitable,"<Polygon> <altitudeMode>relativeToGround</altitudeMode> <outerBoundaryIs> <LinearRing> <altitudeMode>relativeToGround</altitudeMode> <coordinates>125.46924201508372,5.786781986550331 125.46814344941392,5.787095718054303 125.46893744879657,5.787884934630898 125.46924201508372,5.786781986550331</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1,1,Highly Suitable,"<Polygon> <altitudeMode>relativeToGround</altitudeMode> <outerBoundaryIs> <LinearRing> <altitudeMode>relativeToGround</altitudeMode> <coordinates>125.45087049079473,5.79014011988143 125.45119215340462,5.7868603014747 125.44815072061544,5.787305975603416 125.44969892473111,5.791723492855362 125.45087049079473,5.79014011988143</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1,1,Highly Suitable,"<Polygon> <altitudeMode>relativeToGround</altitudeMode> <outerBoundaryIs> <LinearRing> <altitudeMode>relativeToGround</altitudeMode> <coordinates>125.50506837321123,5.794957396577412 125.50537285890434,5.793854457778161 125.50427433116676,5.794168256649696 125.50506837321123,5.794957396577412</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1,1,Highly Suitable,"<Polygon> <altitudeMode>relativeToGround</altitudeMode> <outerBoundaryIs> <LinearRing> <altitudeMode>relativeToGround</altitudeMode> <coordinates>125.46747628291985,5.795828630450982 125.46716214357039,5.794728376417602 125.46637501588221,5.795524480089797 125.46747628291985,5.795828630450982</coordinates></LinearRing></outerBoundaryIs></Polygon>"
1,1,Highly Suitable,"<Polygon> <altitudeMode>relativeToGround</altitudeMode> <outerBoundaryIs> <LinearRing> <altitudeMode>relativeToGround</altitudeMode> <coordinates>125.45615722795145,5.79612147945525 125.45664229908463,5.794971841814893 125.45456829124767,5.795348047244318 125.45615722795145,5.79612147945525</coordinates></LinearRing></outerBoundaryIs></Polygon>"
